,N,P,K,temperature,humidity,ph,rainfall,soil_type,label
1472,102,11,45,29.03167341,93.12603235,6.35544263,24.15591199,1,muskmelon
1473,94,5,55,28.5854649,91.89216849,6.085682344,26.88372572,1,muskmelon
1474,84,18,46,27.08808014,93.42402083,6.781050373,25.32159689,1,muskmelon
1475,107,22,54,27.99611732,90.84660317,6.630301421,21.61893763,1,muskmelon
1476,80,18,52,27.87317436,91.14849627,6.484799661,24.05207925,1,muskmelon
1477,86,18,45,28.96586565,90.71832938,6.566759102,22.25838137,1,muskmelon
1478,113,28,48,28.87726019,92.48839665,6.170520518,24.44267592,1,muskmelon
1479,115,18,53,29.17052093,94.19790371,6.012480351,22.06994464,1,muskmelon
1480,82,20,54,29.34033587,90.01506395,6.541150335,21.44532907,1,muskmelon
1481,98,22,47,29.07265321,91.91533173,6.341400922,28.83568362,1,muskmelon
1482,117,25,54,28.68275966,92.50969311,6.150686364,29.11187663,1,muskmelon
1483,83,15,49,28.92705913,91.39356832,6.438008153,23.20076686,1,muskmelon
1484,120,16,51,27.99901833,91.64193051,6.547041903,23.28618248,1,muskmelon
1485,111,5,50,27.59350075,91.79742953,6.399891457,24.84266123,1,muskmelon
1486,85,21,47,29.87331077,90.60932469,6.186770318,24.69720481,1,muskmelon
1487,90,23,54,28.55852465,90.45773041,6.159020864,27.26588346,1,muskmelon
1488,99,29,55,29.19378695,91.46241065,6.660954816,26.48240255,1,muskmelon
1489,102,11,47,27.98780984,92.78226196,6.504906979,27.14509034,1,muskmelon
1490,80,18,51,28.05380704,91.81758779,6.706053225,20.76582087,1,muskmelon
1491,87,21,52,27.3506296,94.2911951,6.067665498,27.21244021,1,muskmelon
1492,114,8,52,29.34081108,94.5513539,6.419083092,28.22908103,1,muskmelon
1493,99,6,46,28.61475136,94.22253035,6.39637861,28.98574189,1,muskmelon
1494,89,25,50,27.04863538,91.34685096,6.375923383,25.08146686,1,muskmelon
1495,96,13,55,29.5275305,94.57459443,6.700337732,21.13545688,1,muskmelon
1496,82,26,47,28.50416396,93.46806467,6.565312653,24.20007242,1,muskmelon
1497,106,21,52,28.89578588,94.78993038,6.286515359,23.0362503,1,muskmelon
1498,90,15,52,27.04927452,91.3821731,6.448061578,23.65747461,1,muskmelon
1499,106,16,54,28.96017885,91.69532178,6.585872508,24.7458198,1,muskmelon
1500,24,128,196,22.75088787,90.69489172,5.521466996,110.4317855,2,apple
1501,7,144,197,23.8494014,94.34814995,6.133220586,114.0512495,2,apple
1502,14,128,205,22.60800988,94.58900601,6.226289556,116.0396587,2,apple
1503,8,120,201,21.18667419,91.13435689,6.321152192,122.233323,2,apple
1504,20,129,201,23.41044706,91.69913296,5.587905967,116.0777931,2,apple
1505,32,137,204,22.86006627,93.12859895,5.824151693,117.7296726,2,apple
1506,27,139,205,22.48403042,93.40819246,5.772179946,105.5473627,2,apple
1507,0,123,205,22.02775403,92.96129462,5.790993052,121.1349176,2,apple
1508,22,144,196,21.91191314,91.68748063,6.499226821,117.0761277,2,apple
1509,1,124,199,23.71059131,93.27392415,5.658473817,112.6676589,2,apple
1510,30,122,197,21.37784654,92.72043743,5.573241391,106.1417017,2,apple
1511,29,121,196,22.84852833,94.32130209,6.079497202,123.5977843,2,apple
1512,13,126,204,23.1094265,92.79630809,6.383180271,108.183792,2,apple
1513,9,139,199,23.25230817,94.54128292,5.867420996,105.3558408,2,apple
1514,0,133,200,23.67287749,90.4935574,5.708418722,104.2298028,2,apple
1515,30,143,199,23.76881552,90.59810302,5.7983508,102.2648546,2,apple
1516,36,140,198,23.34386401,91.47684705,6.28188384,104.4267991,2,apple
1517,37,137,199,22.63946441,90.18451645,5.697945522,108.3405879,2,apple
1518,33,121,203,22.45696744,94.76285385,5.605934087,114.8407725,2,apple
1519,7,144,195,22.96388477,93.58065995,5.85648105,104.6472986,2,apple
1520,35,128,205,21.07273439,93.56585985,6.041053829,107.8737015,2,apple
1521,29,128,198,22.44075021,92.70785115,5.685062404,121.4977331,2,apple
1522,2,143,196,22.71271308,90.45261746,5.669489065,109.8852597,2,apple
1523,34,140,198,21.70416965,93.44006288,5.751707342,115.1781396,2,apple
1524,29,144,204,22.43324518,92.48667725,5.800448951,119.1025189,2,apple
1525,32,141,203,21.25941052,92.84416234,5.821347769,109.0658471,2,apple
1526,13,144,197,22.9215706,94.89613443,6.28022267,105.6941544,2,apple
1527,25,143,198,22.81212536,91.51861705,6.027314401,107.855225,2,apple
1528,9,137,200,21.12152071,90.6878768,5.636687393,102.8017203,2,apple
1529,6,144,198,21.11478672,90.31528693,5.559363609,104.5086618,2,apple
1530,37,126,196,23.59997268,90.97597665,5.596449493,107.1728191,2,apple
1531,2,120,203,23.12652652,94.71203306,5.893492999,108.6211833,2,apple
1532,11,143,197,22.98458907,93.3204487,5.875718516,122.1952483,2,apple
1533,10,141,201,22.12659387,90.97818277,6.386021424,104.5412275,2,apple
1534,24,142,202,22.53779727,91.48135786,5.710819862,101.8474768,2,apple
1535,23,138,195,22.49095104,91.70292746,5.795985716,124.3915101,2,apple
1536,18,125,204,22.35548159,94.47811755,6.046673619,116.7366261,2,apple
1537,13,121,196,22.20700989,93.50574163,6.443382913,120.1593771,2,apple
1538,26,122,202,22.44516988,94.73763514,5.617227184,107.1843273,2,apple
1539,28,123,202,22.76643029,92.12438519,6.442289294,120.4359949,2,apple
1540,26,121,201,22.19109412,90.02575116,6.162034371,112.3126628,2,apple
1541,21,137,196,23.6119202,91.70293849,5.812781806,123.5900822,2,apple
1542,21,135,198,23.86087054,94.92048112,5.765015126,105.0241329,2,apple
1543,5,144,205,21.42177231,92.62665309,6.184922574,102.8045658,2,apple
1544,2,123,205,22.36629253,90.78572467,5.739652177,124.9831618,2,apple
1545,15,133,199,23.99686172,91.61001707,5.824778636,117.6102915,2,apple
1546,31,130,198,21.80129837,92.73446667,5.554823557,120.0586671,2,apple
1547,25,143,200,23.80436344,92.80441624,6.024248787,100.6192543,2,apple
1548,16,143,204,23.71475278,91.53331177,5.631333387,121.8961665,2,apple
1549,19,122,202,23.34467359,90.37981478,5.811975094,112.8954016,2,apple
1550,10,125,196,22.31253665,90.03577124,5.730557448,113.0688155,2,apple
1551,20,139,202,23.50201428,92.21083961,5.66999105,107.9868949,2,apple
1552,28,123,198,23.46260321,91.45665004,5.682751473,111.7763395,2,apple
1553,28,136,200,23.06204373,92.39544055,6.245858905,114.7399101,2,apple
1554,2,131,199,22.47420512,91.22759742,6.017370134,124.2179699,2,apple
1555,2,140,197,22.69780133,92.82223419,5.53456749,105.0508234,2,apple
1556,27,138,201,23.66682067,93.90191078,5.952367662,105.4004751,2,apple
1557,30,127,204,22.50050273,92.45878335,6.126436584,100.9343903,2,apple
1558,32,145,203,23.83053666,90.84422164,6.406818518,109.5966791,2,apple
1559,29,139,205,23.64142354,93.74461474,6.155939453,116.6912176,2,apple
1560,26,126,195,21.41363812,92.99124545,5.878568981,118.3979065,2,apple
1561,40,136,202,22.85267372,94.5764581,5.935336308,117.5314026,2,apple
1562,6,124,200,22.98208095,93.84505029,5.971332179,109.5852253,2,apple
1563,35,138,200,21.19909519,90.80819418,5.67130617,103.6838922,2,apple
1564,17,136,196,23.87192332,90.49939035,5.882155988,103.0548094,2,apple
1565,33,134,205,21.0365275,94.33919546,6.08551916,114.7412734,2,apple
1566,16,143,197,22.61711614,93.51978375,5.90402645,116.9256766,2,apple
1567,27,120,200,21.45278675,90.74531921,6.110218826,116.7036582,2,apple
1568,29,145,205,22.81227579,92.12992101,6.212302608,109.3383552,2,apple
1569,3,141,197,21.98141856,91.12719303,6.142803397,115.4789148,2,apple
1570,15,123,204,22.52709326,92.54780429,6.365972688,115.3830068,2,apple
1571,5,136,195,22.35628673,91.92360477,6.264202804,107.7697413,2,apple
1572,10,136,204,21.19852186,92.15595143,6.276198595,105.8554351,2,apple
1573,7,141,195,23.8812458,93.45067555,5.514253142,104.9116663,2,apple
1574,2,129,201,22.78234161,94.36803516,5.682343744,122.1449949,2,apple
1575,29,138,197,22.19055385,92.43764169,5.830892252,121.6622761,2,apple
1576,30,137,200,22.91430043,90.70475565,5.603413172,118.6044645,2,apple
1577,29,132,204,23.08950736,90.22507299,6.0967531,108.2166601,2,apple
1578,14,139,197,21.72484506,92.83975602,6.056529526,121.6961761,2,apple
1579,18,125,203,22.44307715,91.59234006,6.160267496,102.5565807,2,apple
1580,33,143,204,21.1316077,91.95769858,5.814434775,122.5391946,2,apple
1581,40,144,196,22.71750705,92.25479855,5.987262638,107.0289866,2,apple
1582,9,143,197,23.75033085,92.88160462,5.570020684,117.6602827,2,apple
1583,38,135,203,23.76121837,93.661643,5.965551311,100.825956,2,apple
1584,28,130,196,22.13450646,94.67695747,6.062356467,112.9203223,2,apple
1585,35,142,203,21.17089176,90.23730166,5.895319002,123.6495149,2,apple
1586,12,129,205,22.36238282,91.15761594,6.119432215,118.6832725,2,apple
1587,1,135,203,22.77856513,92.70124029,5.624203283,113.7759219,2,apple
1588,0,145,205,21.22503442,90.09877774,5.52078314,113.9760462,2,apple
1589,31,121,201,23.15791104,90.34396882,5.731535258,110.712841,2,apple
1590,35,131,203,22.42776057,93.91722423,5.893490899,102.7230739,2,apple
1591,29,140,195,23.64082979,90.95257927,5.560521058,116.7431319,2,apple
1592,33,138,198,22.29423493,90.69033986,6.222390798,122.7418744,2,apple
1593,14,140,197,23.35225078,90.90054697,6.071255131,113.0381382,2,apple
1594,35,145,195,22.03911546,94.58075845,6.231950009,110.9804014,2,apple
1595,40,120,197,23.80593812,92.48879468,5.889480679,119.6335548,2,apple
1596,25,132,198,22.31944084,90.85174383,5.732757516,100.1173443,2,apple
1597,31,137,196,22.14464104,93.82567435,6.400321212,120.6310784,2,apple
1598,36,144,196,23.65167552,94.50528753,6.496934492,115.3611268,2,apple
1599,10,140,197,22.16939473,90.27185592,6.229498836,124.4683112,2,apple
1600,22,30,12,15.78144173,92.51077745,6.354006744,119.035002,2,orange
1601,37,6,13,26.03097313,91.50819306,7.511755068,101.2847738,2,orange
1602,27,13,6,13.36050601,91.35608208,7.335158382,111.2266885,2,orange
1603,7,16,9,18.87957654,92.04304496,7.813916603,114.6659511,2,orange
1604,20,7,9,29.47741671,91.57802915,7.129136941,111.1727497,2,orange
1605,26,27,10,28.06903173,92.91487288,6.079998496,114.1339416,2,orange
1606,5,23,15,25.66901098,92.04670813,7.408939392,112.5424199,2,orange
1607,0,18,14,29.77149434,92.00719952,7.207991261,114.4161786,2,orange
1608,39,24,14,30.55472573,90.90343769,7.189259647,106.0711985,2,orange
1609,13,23,6,23.96147583,90.26408017,7.365338111,102.6958703,2,orange
1610,21,17,15,23.98289638,91.5473145,7.455991072,118.4901697,2,orange
1611,33,12,8,25.26052689,90.31153735,6.822282114,117.3695296,2,orange
1612,6,9,12,31.08368929,90.14362642,7.028746406,109.6894658,2,orange
1613,19,7,10,14.78003032,91.22062116,6.118430299,100.1961762,2,orange
1614,24,18,6,26.56608303,94.45239715,6.285312759,116.3796525,2,orange
1615,9,11,8,24.85903405,94.39000473,6.559236744,111.7803734,2,orange
1616,31,8,7,34.51465139,93.63812684,7.163245982,103.5684926,2,orange
1617,22,17,5,24.12188673,90.72351622,6.945562889,102.835632,2,orange
1618,13,5,8,23.85340379,90.10522549,7.474710503,103.923226,2,orange
1619,16,8,9,24.60297538,91.28408653,7.601189843,111.2948115,2,orange
1620,4,13,6,15.63211033,94.25966183,7.561143224,101.4705704,2,orange
1621,0,25,14,19.33516809,91.97978938,6.361671475,116.450422,2,orange
1622,8,7,10,28.2620488,91.98317355,6.929216014,105.2132259,2,orange
1623,4,23,5,22.67594476,93.36348717,7.477935216,110.3332655,2,orange
1624,33,14,8,21.03200078,92.9641969,7.684420446,110.6823944,2,orange
1625,30,7,15,33.23453301,91.06053924,7.825531916,115.7659902,2,orange
1626,21,29,12,22.30318989,92.15987039,6.438668989,117.3688104,2,orange
1627,11,14,5,11.50322938,94.8933184,6.946354724,115.5683776,2,orange
1628,9,8,15,14.34320488,94.35734702,7.994465371,110.2223123,2,orange
1629,5,18,14,33.1056981,93.48447453,7.434118807,119.1709113,2,orange
1630,29,25,14,30.49183837,90.4582865,7.781988584,113.3302105,2,orange
1631,33,12,15,30.25578031,92.03272799,6.052318465,116.7173125,2,orange
1632,8,16,6,12.22816189,90.26457428,7.106650373,108.4161706,2,orange
1633,15,14,8,10.01081312,90.22399223,6.22094286,119.3941064,2,orange
1634,16,7,8,22.79196751,90.60901895,6.420457311,116.5084074,2,orange
1635,0,12,7,20.18432263,90.65458473,6.969249676,116.8130969,2,orange
1636,5,25,6,30.72119881,94.01331956,6.011302181,106.8118019,2,orange
1637,6,8,11,24.35590861,92.39651663,6.600948788,119.6946577,2,orange
1638,10,5,5,21.21306973,91.35349216,7.817846496,112.9834361,2,orange
1639,1,17,6,10.78689755,91.38411917,6.8198271,117.5293447,2,orange
1640,1,30,10,11.89925671,91.34663797,7.291405641,103.5771468,2,orange
1641,0,23,15,22.56664172,93.37488907,7.598729065,109.8585753,2,orange
1642,24,27,9,18.86883219,93.24688124,6.157135092,119.3936976,2,orange
1643,36,11,13,17.34083741,93.04897191,7.1917274,112.7194284,2,orange
1644,40,21,8,34.90665289,92.87820148,7.418761774,102.1906333,2,orange
1645,40,22,6,24.53610067,91.90997228,6.488221135,115.9787989,2,orange
1646,32,18,13,13.8377282,91.74780462,6.044167236,107.9873218,2,orange
1647,9,10,10,22.3551049,93.52211892,6.010391864,101.5164589,2,orange
1648,13,16,8,34.74004942,93.12316972,6.949838549,100.1967854,2,orange
1649,15,9,11,11.54785707,94.14861001,7.907956251,108.8289171,2,orange
1650,29,11,5,23.13338811,91.94670335,7.639788459,104.4224145,2,orange
1651,1,15,9,29.98364695,94.55239717,7.53350946,115.3560318,2,orange
1652,18,5,11,20.87947369,90.93756231,6.251586885,102.4550786,2,orange
1653,14,22,9,17.24944623,91.13772765,6.543191814,112.5090516,2,orange
1654,33,15,7,15.83388699,91.68293851,7.651225301,109.7571416,2,orange
1655,4,6,7,23.01014302,91.11764246,6.708889665,112.6738296,2,orange
1656,17,16,14,16.39624284,92.18151927,6.625538653,102.944161,2,orange
1657,12,20,10,24.45132792,93.10527686,6.528354932,109.4711098,2,orange
1658,34,29,8,31.87859192,91.15248149,6.450640306,105.3437825,2,orange
1659,39,28,10,31.34920143,91.48247612,7.181907673,109.1549823,2,orange
1660,31,25,12,18.05142392,90.03969587,7.016482298,111.7793889,2,orange
1661,12,6,8,30.84835031,92.86773675,6.388617138,107.4142681,2,orange
1662,12,29,13,22.45616931,91.52781832,7.57125447,118.0069295,2,orange
1663,26,11,11,13.70319166,90.95589386,7.609348255,106.2944879,2,orange
1664,19,24,15,20.48954522,93.72485075,7.137136973,111.8391951,2,orange
1665,39,21,9,13.20844373,94.02769434,6.354022554,106.2696156,2,orange
1666,16,29,13,32.31944397,93.67804556,6.196907944,117.6236473,2,orange
1667,36,29,13,20.68185224,90.91510525,7.829507245,109.7513927,2,orange
1668,37,23,12,31.52675982,90.50621806,6.395258356,113.1169398,2,orange
1669,39,9,15,25.35467646,91.81183218,7.992041984,116.7555937,2,orange
1670,31,5,14,17.66545409,91.69865887,6.583411671,110.6857506,2,orange
1671,18,12,8,12.59093977,91.81668769,6.206053072,119.3916718,2,orange
1672,20,20,10,11.86631922,93.68394562,6.976997772,106.060149,2,orange
1673,5,8,5,11.03367937,92.22706805,6.562594972,112.7715925,2,orange
1674,20,8,12,25.2990432,94.96419851,7.260416405,117.9733424,2,orange
1675,25,21,11,32.23797837,90.15406807,6.460044778,104.7052254,2,orange
1676,14,19,14,17.68408797,94.35815354,6.699164936,108.0638166,2,orange
1677,37,18,12,10.2708877,90.19147747,7.401121811,106.6955204,2,orange
1678,26,15,6,17.22034507,94.78797376,6.912033409,108.0054343,2,orange
1679,13,22,5,19.667056,90.50096668,7.764040111,100.1737964,2,orange
1680,32,25,9,10.35609594,93.75652041,7.796034006,101.1456947,2,orange
1681,19,7,9,27.255435,91.71369387,6.969883483,101.139435,2,orange
1682,28,7,9,34.5917846,92.13229786,6.730757538,115.5650287,2,orange
1683,24,30,11,32.39523995,94.51768464,6.601395755,113.25373,2,orange
1684,7,17,10,10.16431299,91.22320999,6.465913274,106.362551,2,orange
1685,18,23,8,21.49118657,93.43949693,6.41354791,101.4819888,2,orange
1686,7,20,12,16.53460397,94.76759975,6.475275337,110.0447896,2,orange
1687,20,23,11,31.8520694,90.12220323,6.407715561,109.9455062,2,orange
1688,18,14,11,28.04799508,90.00621688,6.550814117,117.1311498,2,orange
1689,34,11,10,31.75048899,94.59551226,7.36220835,115.1989301,2,orange
1690,20,29,10,29.07412717,93.27189064,7.36549204,100.7896871,2,orange
1691,37,24,13,19.14381903,90.71037456,7.8546243,108.0230792,2,orange
1692,12,8,10,16.14820285,91.4448027,7.995848977,107.4287664,2,orange
1693,34,10,14,34.05296914,92.05811721,6.725600855,116.8020848,2,orange
1694,6,13,9,34.51423957,90.56151463,7.786725333,118.3271968,2,orange
1695,27,30,5,32.71748548,90.54608254,7.656978112,113.328978,2,orange
1696,13,8,12,25.16296632,92.54736032,7.105904818,114.3117197,2,orange
1697,6,7,7,27.68167318,94.47316879,7.199106204,113.9995146,2,orange
1698,40,17,15,21.35093384,90.9492967,7.871063004,107.0862095,2,orange
1699,31,26,9,11.69894639,93.25638873,7.566165721,103.2005992,2,orange
1700,61,68,50,35.21462816,91.49725058,6.793245417,243.0745066,3,papaya
1701,58,46,45,42.39413392,90.79028064,6.576261427,88.46607497,1,papaya
1702,45,47,55,38.4191628,91.14220381,6.751452932,119.2653877,2,papaya
1703,39,65,53,35.33294932,92.11508608,6.560743093,235.6133585,3,papaya
1704,31,68,45,42.92325255,90.07600528,6.938313356,196.2408242,2,papaya
1705,70,68,45,33.83508569,92.85470152,6.991626158,203.4044028,3,papaya
1706,68,62,50,33.20258348,92.76437927,6.977700268,197.5282582,2,papaya
1707,34,65,47,23.48546973,93.71043692,6.833768535,191.7760562,2,papaya
1708,38,68,54,29.33710543,90.81781439,6.739170045,202.0572747,3,papaya
1709,69,64,47,40.21199348,94.50766912,6.993473247,186.6762324,2,papaya
1710,58,51,47,42.13473976,91.70445386,6.757470637,197.402901,2,papaya
1711,59,47,53,32.86316618,91.4618874,6.850663232,47.271547,1,papaya
1712,44,64,54,29.80744318,91.38048469,6.74274935,232.7046126,3,papaya
1713,56,57,48,31.56213762,93.0484859,6.506120752,63.62250788,1,papaya
1714,69,60,54,36.32268069,93.06134398,6.98992719,141.1736926,2,papaya
1715,56,58,49,37.13165026,94.60761797,6.69215564,172.4788062,2,papaya
1716,49,55,53,38.4418717,93.63739039,6.544029776,77.71566883,1,papaya
1717,38,51,52,32.66160599,90.78931681,6.927803911,78.85085502,1,papaya
1718,54,65,47,27.92765919,91.55594211,6.721835879,149.9107557,2,papaya
1719,57,57,51,39.01793345,91.48815629,6.99223441,105.8841531,2,papaya
1720,39,52,53,32.51247398,94.65904123,6.704204398,51.07048113,1,papaya
1721,58,67,45,38.72382798,91.72514851,6.702424548,62.62377075,1,papaya
1722,61,64,52,43.30204933,92.83405443,6.641098708,110.562229,2,papaya
1723,34,62,55,27.58548913,90.72526502,6.585346229,238.5008779,3,papaya
1724,31,48,45,40.78881819,92.90951393,6.563134737,132.7923586,2,papaya
1725,47,46,52,23.19451074,91.40301608,6.502289473,206.3999208,3,papaya
1726,32,68,52,32.68067385,92.61715632,6.800321319,248.8592986,3,papaya
1727,36,59,46,34.28879307,93.61082872,6.721130543,127.2509777,2,papaya
1728,61,51,51,39.30050027,94.16193416,6.574677594,120.9512466,2,papaya
1729,70,54,46,39.73149053,91.12220596,6.919342407,122.7628653,2,papaya
1730,44,56,49,39.23342464,91.25589286,6.519779583,64.4478499,1,papaya
1731,34,68,51,27.34734861,94.17756725,6.687088098,40.35153141,1,papaya
1732,50,59,47,40.76998685,92.09278584,6.747975732,209.8678411,3,papaya
1733,39,70,52,26.26559543,90.79668055,6.65149129,59.49373381,1,papaya
1734,34,61,49,28.12971499,93.3210737,6.502675132,117.8201907,2,papaya
1735,44,60,55,34.2804607,90.55561637,6.825371185,98.54047745,1,papaya
1736,31,62,52,33.7960155,93.00754254,6.99104104,182.026807,2,papaya
1737,65,62,51,31.53243779,90.87394933,6.511624841,207.0735119,3,papaya
1738,44,57,53,42.30495821,90.51431779,6.93172108,74.876786,1,papaya
1739,50,47,48,24.63676897,90.61964344,6.712772333,218.2299187,3,papaya
1740,43,50,48,28.28222883,91.37059792,6.63016515,179.2720807,2,papaya
1741,60,46,53,24.48620746,92.98254537,6.761953186,183.49095,2,papaya
1742,70,68,55,42.84609252,94.63548176,6.691202286,78.8099639,1,papaya
1743,59,62,52,43.67549305,93.10887229,6.608667684,103.8235658,2,papaya
1744,60,58,51,42.07213781,92.92203105,6.840802254,165.7412972,2,papaya
1745,42,60,47,33.46873719,92.12746225,6.834808348,136.8277041,2,papaya
1746,35,66,47,31.7018373,91.66232213,6.953439161,48.83810592,1,papaya
1747,34,65,48,41.41968393,90.03863107,6.665024508,199.3096432,2,papaya
1748,36,54,46,42.54744013,94.94482086,6.662875839,214.4103848,3,papaya
1749,39,64,52,28.91842453,94.63676767,6.678695788,63.68794608,1,papaya
1750,37,52,47,43.08022702,93.90305729,6.54277684,211.8529059,3,papaya
1751,33,47,46,29.20300896,93.96834049,6.839443833,209.4083305,3,papaya
1752,34,48,48,41.04224355,91.37258067,6.805277038,181.527598,2,papaya
1753,49,54,50,25.62446619,93.18240298,6.762522087,97.26336657,1,papaya
1754,40,65,49,35.32876402,91.06138506,6.678449318,163.9069365,2,papaya
1755,68,52,49,24.42561272,92.27749066,6.577192175,63.35298768,1,papaya
1756,50,46,52,31.18298415,90.21646909,6.734005648,54.01872359,1,papaya
1757,65,63,50,31.88342554,91.3256535,6.524459342,79.27201575,1,papaya
1758,40,49,47,42.93368602,91.1756748,6.501521192,246.3613268,3,papaya
1759,42,53,48,23.11407669,94.31994776,6.758479569,231.5153161,3,papaya
1760,49,55,51,24.87212063,93.90560147,6.676578778,135.1694525,2,papaya
1761,59,62,49,43.36051537,93.35191636,6.941496806,114.778071,2,papaya
1762,63,58,47,26.83054058,90.75379971,6.864143752,144.6656444,2,papaya
1763,70,65,52,30.42012134,93.12659793,6.583528529,75.95295,1,papaya
1764,63,50,52,28.64555584,93.22642604,6.751747609,115.8163936,2,papaya
1765,40,64,47,32.50037548,93.47888842,6.893509446,71.73759526,1,papaya
1766,63,58,50,43.03714283,94.6428898,6.720744449,41.5856585,1,papaya
1767,45,58,49,30.10773379,90.34546355,6.827812549,75.24521981,1,papaya
1768,66,69,47,23.69212243,93.61055571,6.912299695,87.53393983,1,papaya
1769,54,67,52,35.67667332,93.30641944,6.586107335,141.3381168,2,papaya
1770,69,67,52,27.71948962,94.43877142,6.827305908,82.83061083,1,papaya
1771,67,68,49,35.26824831,92.38282957,6.821774589,149.8488208,2,papaya
1772,45,57,47,23.16855863,90.78821158,6.656458831,161.6892093,2,papaya
1773,56,50,52,33.08706051,92.25197542,6.770384816,88.1300769,1,papaya
1774,70,50,53,37.4620912,90.44967809,6.933809743,172.3458448,2,papaya
1775,44,47,45,38.73218907,94.73613484,6.579441304,218.142147,3,papaya
1776,50,60,47,32.57720726,92.74889453,6.92791761,93.7942847,1,papaya
1777,52,51,53,38.38231475,93.10378595,6.985804083,210.2735346,3,papaya
1778,35,68,45,42.93605359,90.09448142,6.612429546,234.8466111,3,papaya
1779,68,69,52,25.65492304,92.74501561,6.813383387,52.95477913,1,papaya
1780,32,55,52,37.58899717,91.99740365,6.9677596,159.6577388,2,papaya
1781,32,55,51,29.60718808,93.15642801,6.57398033,62.68710535,1,papaya
1782,48,62,47,25.34756111,93.02871078,6.803094965,174.4012337,2,papaya
1783,39,69,53,25.9300384,93.02357765,6.964955435,241.8202079,3,papaya
1784,49,61,45,32.76795887,94.57377401,6.764213299,240.4795923,3,papaya
1785,48,57,54,29.02328049,90.20396783,6.617703178,126.8069869,2,papaya
1786,69,66,49,40.00439101,90.17015833,6.52711001,92.11877372,1,papaya
1787,53,55,55,33.32315744,91.25271223,6.709668804,234.496633,3,papaya
1788,38,61,52,31.22790131,94.94021378,6.620729882,46.44279118,1,papaya
1789,57,64,55,26.68386496,92.9585411,6.583760499,62.50689682,1,papaya
1790,51,57,55,24.70528368,90.14732171,6.676407337,108.4103158,2,papaya
1791,56,65,45,38.2016825,93.97379963,6.751298936,218.0908814,3,papaya
1792,54,66,52,36.56769731,93.79503425,6.867554147,104.4218596,2,papaya
1793,58,55,47,26.05375792,93.69111672,6.742490027,240.6863901,3,papaya
1794,68,70,54,31.29986342,92.76039164,6.986228647,54.77830202,1,papaya
1795,42,59,55,40.10207731,94.35110201,6.979102243,149.1199989,2,papaya
1796,43,64,47,38.58954491,91.58076549,6.825664782,102.2708231,2,papaya
1797,35,67,49,41.31330062,91.1508798,6.617066674,239.7427554,3,papaya
1798,56,59,55,37.03551903,91.79430166,6.551892638,188.5181422,2,papaya
1799,39,64,53,23.0124018,91.07355541,6.598860305,208.3357976,3,papaya
1800,18,30,29,26.7627493,92.86056895,6.420018717,224.5903664,3,coconut
1801,37,23,28,25.61294367,94.3138837,5.740054567,224.3206759,3,coconut
1802,13,28,33,28.130115,95.64807631,5.686972967,151.0761899,2,coconut
1803,2,21,35,25.02887163,91.53720922,6.293662363,179.8248944,2,coconut
1804,10,18,35,27.79797651,99.64573002,6.381975465,181.6942283,2,coconut
1805,7,11,32,29.25902906,95.11294697,5.542169139,184.7624496,2,coconut
1806,39,5,31,27.10134661,93.69979946,5.551963184,150.9502632,2,coconut
1807,34,6,27,25.84726298,90.92669463,5.860740481,147.8888994,2,coconut
1808,31,30,29,26.58580443,90.98617591,5.558807063,178.8116076,2,coconut
1809,25,7,35,28.38503882,99.18843684,5.55771171,189.6711349,2,coconut
1810,16,18,26,28.43647052,91.81320717,5.568365926,145.5414413,2,coconut
1811,26,10,33,28.27298134,96.93649473,6.07071786,198.8234862,2,coconut
1812,27,8,32,27.00648436,96.46168931,5.627860549,144.3331315,2,coconut
1813,37,18,30,27.63551259,99.34854917,6.38488418,157.9171537,2,coconut
1814,19,15,34,26.29644905,99.65809151,5.685889066,215.9195049,3,coconut
1815,0,19,33,27.1326009,95.23797989,6.234458417,204.7206567,3,coconut
1816,31,20,26,25.56567803,97.61361544,6.443168642,199.7936345,2,coconut
1817,9,17,32,25.94951662,93.40548703,5.842317989,172.0540491,2,coconut
1818,22,11,29,28.03380598,95.01630593,5.955742971,218.0055713,3,coconut
1819,31,6,26,29.12859129,91.30924833,5.741367375,157.2388553,2,coconut
1820,34,6,30,27.0828252,97.00155491,5.948342571,171.7575545,2,coconut
1821,24,6,32,28.11321494,90.01734526,6.387067562,172.4813641,2,coconut
1822,1,8,26,27.5136304,94.18955816,5.562911913,156.6732553,2,coconut
1823,31,13,33,27.63834933,95.48763389,5.85971872,205.5463111,3,coconut
1824,10,9,28,29.01256899,94.01014388,6.282955073,150.0500312,2,coconut
1825,36,27,26,26.58413917,95.78923137,6.25449571,171.6262299,2,coconut
1826,38,24,33,28.28905147,97.00396405,5.973853124,142.9403233,2,coconut
1827,11,6,25,28.69164799,96.65248672,6.081568052,178.9635457,2,coconut
1828,16,14,30,29.70931288,96.30484325,6.37466756,209.8453993,3,coconut
1829,33,14,35,27.14865285,96.66355213,6.027707171,149.2433497,2,coconut
1830,16,6,29,29.28725038,91.95614918,5.868285082,132.1491176,2,coconut
1831,32,11,31,25.06871967,93.31410447,6.205931638,134.8419069,2,coconut
1832,38,14,30,26.92449525,91.20106019,5.570745386,194.9022136,2,coconut
1833,8,6,33,28.27804288,93.64761266,6.095261013,171.9457959,2,coconut
